customer_id,occupation,income,age,residency,customer_type,risk_category,account_count,income_tier_fixed,income_tier_percentile,avg_spend_txn_count,avg_total_spend,avg_txn_amount,max_txn_amount_seen,total_odd_hour_txns,avg_channel_diversity,avg_location_diversity,total_international_txns,avg_weekday_txn_count,avg_weekend_txn_count,active_months,spend_e-commerce,spend_electronics,spend_fuel,spend_grocery,spend_pharmacy,spend_restaurants,spend_retail,spend_utilities,total_category_spend,pct_spend_e-commerce,pct_spend_electronics,pct_spend_fuel,pct_spend_grocery,pct_spend_pharmacy,pct_spend_restaurants,pct_spend_retail,pct_spend_utilities
BUS100947,Self-Employed,86305.0,37.0,Resident,Corporate,Low,1,Mass Affluent,Q3,8.916666666666666,28779.766666666666,3217.2637659632037,31174.57,0.0,4.5,7.75,15.0,7.083333333333333,1.8333333333333333,12.0,27500.5,93660.46,19824.89,113354.12,9860.65,12874.59,28450.46,39831.53,345357.2,0.07962914918235381,0.27119880517910155,0.05740401532094886,0.32822283710894107,0.028552032504317267,0.03727905484524428,0.08237980849972144,0.11533429735937169
BUS100948,Business Owner,412949.0,34.0,Resident,Joint,High,1,HNI,Q4 - Top 25%,11.0,51348.605833333335,4713.756311431624,34136.95,0.0,4.333333333333333,9.0,21.0,7.583333333333333,3.4166666666666665,12.0,118759.37,186330.49,23845.81,172770.61,22840.239999999998,11217.73,42244.229999999996,38174.79,616183.27,0.19273384361766263,0.30239459438747823,0.0386992168742264,0.28038834939481555,0.03706728356970808,0.018205184311479276,0.06855789836682842,0.0619536294778013
BUS100949,Self-Employed,91800.0,31.0,Resident,Joint,Medium,1,Mass Affluent,Q3,10.333333333333334,54283.98166666667,5293.859263639139,31543.42,0.0,4.5,8.916666666666666,12.0,7.083333333333333,3.25,12.0,46216.97,79826.4,11428.24,116375.14,15239.8,23007.79,20866.29,30645.18,343605.81,0.13450578731483034,0.23231970379080608,0.03325974028204005,0.3386879284724551,0.044352567845112975,0.06695983982343023,0.06072740737416518,0.08918702509716003
BUS100950,Self-Employed,77376.0,54.0,Resident,Individual,Low,2,Mass Affluent,Q3,11.583333333333334,71962.95833333333,6225.510068519444,30992.27,0.0,4.333333333333333,9.083333333333334,12.0,9.083333333333334,2.5,12.0,47231.79,124182.32,16221.05,123332.15,1489.58,14015.18,42128.61,38742.41,407343.08999999997,0.11595088062006896,0.30485927722500467,0.03982159118005414,0.30277216682379465,0.003656819120216327,0.03440632809065204,0.10342291555749725,0.09511002138271207
BUS100951,Self-Employed,158497.0,35.0,Resident,Individual,Low,2,Affluent,Q4 - Top 25%,12.272727272727273,84495.05363636363,6892.414612831612,45367.03,0.0,4.7272727272727275,10.272727272727273,18.0,8.727272727272727,3.5454545454545454,11.0,83497.14,224297.93,24057.2,139118.24,11932.94,16979.04,52412.33,27296.22,579591.04,0.14406216493615912,0.38699343937408,0.04150719790285233,0.24002827925014159,0.0205885515414455,0.02929486280533253,0.09042984860497498,0.04709565558501387
BUS100952,Self-Employed,149276.0,43.0,Non-Resident,Corporate,High,1,Mass Affluent,Q4 - Top 25%,8.75,30038.825833333332,3458.5487287457913,31361.39,0.0,4.5,8.083333333333334,13.0,5.833333333333333,2.9166666666666665,12.0,23232.16,110722.76,27811.89,118292.81999999999,9641.83,4354.44,32844.17,33565.840000000004,360465.91000000003,0.06445036647154788,0.30716569009258043,0.07715539591524756,0.32816645546315315,0.026748243682738263,0.012080032755385937,0.09111588388483115,0.09311793173451548
BUS100953,Self-Employed,39032.0,33.0,Non-Resident,Corporate,Medium,2,Mass,Q2,10.416666666666666,54345.895833333336,5231.041392903393,157194.13,0.0,4.666666666666667,7.916666666666667,9.0,7.333333333333333,3.0833333333333335,12.0,28517.09,55227.22,9625.77,84351.85,7016.73,11621.45,39047.759999999995,21108.54,256516.40999999997,0.1111706264718113,0.21529702524684485,0.037524967700896805,0.3288360771928783,0.0273539225034375,0.045304898817194586,0.1522232437293193,0.08228923833761748
BUS100954,Self-Employed,92635.0,26.0,Resident,Corporate,Medium,1,Mass Affluent,Q3,9.416666666666666,52832.345,4340.4199228896105,57095.59,6.0,4.333333333333333,7.333333333333333,14.0,6.75,2.6666666666666665,12.0,43091.01,62540.52,15475.41,112670.31,12415.48,9675.85,15511.4,36184.770000000004,307564.75,0.14010386430824728,0.20334098754815041,0.050315941602540604,0.36633037433581056,0.040367044662953086,0.03145955445154232,0.05043295761299044,0.11764927547776527
BUS100955,Self-Employed,80117.0,65.0,Non-Resident,Individual,Medium,1,Mass Affluent,Q3,7.833333333333333,25867.345,3296.726585648148,25429.3,0.0,4.333333333333333,6.166666666666667,14.0,5.416666666666667,2.4166666666666665,12.0,28336.53,89378.2,12642.31,109584.39,10459.57,15343.78,11257.76,33405.6,310408.14,0.09128797331152462,0.28793768101571043,0.04072802343392154,0.353033235533063,0.03369618464258057,0.04943098463848274,0.036267605611115736,0.10761831181360126
BUS100956,Business Owner,94103.0,44.0,Resident,Corporate,Medium,3,Mass Affluent,Q3,11.333333333333334,73924.83333333333,6613.889908956783,32429.8,0.0,4.666666666666667,8.916666666666666,14.0,7.5,3.8333333333333335,12.0,30803.47,131318.00999999998,20309.15,103061.95,12300.029999999999,22271.8,27560.55,31412.51,379037.47,0.08126761188016585,0.3464512624569808,0.05358085046314815,0.2719043845454118,0.03245069676092973,0.058758834581710356,0.07271194058993694,0.08287441872171636
BUS100957,Business Owner,96510.0,31.0,Resident,Joint,Medium,1,Mass Affluent,Q3,9.833333333333334,147725.64166666666,14525.35323322511,491593.53,0.0,4.25,8.083333333333334,10.0,6.5,3.3333333333333335,12.0,53719.759999999995,67279.21,14735.61,110392.7,13444.99,16993.4,17469.98,34019.31,328054.95999999996,0.16375231759946565,0.20508517841034934,0.04491811372094481,0.3365067243610644,0.04098395585910361,0.05180046660474209,0.053253210986354244,0.10370003245797595
BUS100958,Business Owner,479031.0,40.0,Non-Resident,Individual,Low,1,HNI,Q4 - Top 25%,11.75,54208.7275,4613.175660455286,39681.03,0.0,4.666666666666667,9.75,26.0,9.166666666666666,2.5833333333333335,12.0,75121.68000000001,257709.43,17318.94,165303.05,21549.92,15414.15,62971.7,35115.86,650504.73,0.11548214261255257,0.3961684183295639,0.02662384945302396,0.25411506231476594,0.033127998930922456,0.023695677047575043,0.09680436912426447,0.053982482187331676
BUS100959,Business Owner,163397.0,43.0,Non-Resident,Individual,Low,1,Affluent,Q4 - Top 25%,12.083333333333334,107607.5025,8999.069877886002,57134.17,0.0,4.75,9.416666666666666,14.0,8.5,3.5833333333333335,12.0,67652.67,345880.42,19258.87,189692.29,13270.810000000001,10009.66,35934.6,34655.49,716354.81,0.09444016994874369,0.4828339464908457,0.026884540637062238,0.2648021446243936,0.018525470639333044,0.013973047797361755,0.0501631307535996,0.04837754910866027
BUS100960,Self-Employed,165489.0,26.0,Non-Resident,Joint,High,1,Affluent,Q4 - Top 25%,11.583333333333334,97338.39583333333,7713.410841491842,158830.27,6.0,4.916666666666667,8.5,24.0,8.333333333333334,3.25,12.0,58180.049999999996,345557.19,22853.8,175758.45,20720.61,9557.54,54183.78,40784.4,727595.82,0.07996204541142087,0.4749301473447168,0.031410021019636976,0.24156055486959782,0.028478187244121333,0.013135781896053226,0.07446961418772308,0.05605364802673001
BUS100961,Self-Employed,190303.0,50.0,Resident,Individual,Medium,2,Affluent,Q4 - Top 25%,13.25,128143.15916666666,9766.35483668068,61389.07,0.0,4.833333333333333,10.0,12.0,8.416666666666666,4.833333333333333,12.0,48061.21,71109.20999999999,31872.86,165824.89,24298.79,21911.43,40384.729999999996,38295.58,441758.69999999995,0.10879516351347468,0.16096844272676464,0.07214993162556844,0.3753743616141573,0.055004666574761295,0.04960044929505633,0.09141807507130023,0.08668890957891719
BUS100962,Self-Employed,161302.0,48.0,Resident,Individual,Low,1,Affluent,Q4 - Top 25%,10.833333333333334,56607.67083333334,5263.9524330160575,39589.68,0.0,4.083333333333333,9.166666666666666,20.0,8.0,2.8333333333333335,12.0,39420.95,295871.21,27949.63,168973.98,15214.3,22733.83,67264.45,41863.7,679292.05,0.058032402999564026,0.4355581814920401,0.04114523348241746,0.2487501215419789,0.02239728847113697,0.033466945476544295,0.09902140029461554,0.06162842624170266
BUS100963,Self-Employed,41906.0,60.0,Resident,Joint,Medium,1,Mass,Q2,10.0,33420.93083333334,3400.551255892256,20160.79,0.0,4.416666666666667,8.583333333333334,12.0,7.333333333333333,2.6666666666666665,12.0,29748.67,92935.87,16996.690000000002,74177.98,6045.26,10907.14,21269.41,19361.23,271442.25,0.10959484015476588,0.34237805647425923,0.06261622868215984,0.27327352318955506,0.022270888190766176,0.040182175029863626,0.07835703542834617,0.07132725285028399
BUS100964,Business Owner,126862.0,56.0,Resident,Corporate,Low,1,Mass Affluent,Q4 - Top 25%,9.25,88817.955,9354.55464886965,237610.55,0.0,4.0,8.083333333333334,10.0,6.166666666666667,3.0833333333333335,12.0,28493.1,196639.74,17676.61,94841.81,6914.86,4884.919999999999,22917.84,35125.25,407494.13,0.06992272502183038,0.482558460412669,0.04337880891683029,0.23274399069257756,0.016969226035231474,0.011987706424139162,0.05624090830461779,0.08619817419210431
BUS100965,Business Owner,459107.0,57.0,Resident,Joint,Low,1,HNI,Q4 - Top 25%,12.166666666666666,185782.23416666666,15289.565827450328,160126.5,0.0,4.5,10.0,21.0,7.75,4.416666666666667,12.0,45651.58,274082.3,26972.77,186164.23,13443.42,14098.81,34177.75,47065.799999999996,641656.66,0.07114642899521996,0.427147908041662,0.0420361412597198,0.290130597257418,0.02095111114408132,0.021972514085648234,0.05326485662908883,0.0733504425871618
BUS100966,Business Owner,332067.0,30.0,Non-Resident,Corporate,Medium,2,Affluent,Q4 - Top 25%,12.166666666666666,122071.33166666667,10302.353312321937,93767.39,0.0,4.416666666666667,10.416666666666666,13.0,7.833333333333333,4.333333333333333,12.0,32784.31,260010.86,27820.98,174050.34,12025.27,24958.21,38857.87,41982.62,612490.46,0.05352623778009538,0.4245141385549091,0.04542271564523634,0.2841682464735859,0.019633399677768046,0.040748732641484736,0.0634424085560451,0.06854412067087544
BUS100967,Business Owner,110014.0,44.0,Resident,Corporate,Low,2,Mass Affluent,Q3,11.416666666666666,90714.445,8110.871270169645,38434.62,0.0,4.666666666666667,8.416666666666666,12.0,8.5,2.9166666666666665,12.0,47621.74,186094.15999999997,14325.19,120648.08,7577.28,17471.12,33444.29,25075.63,452257.48999999993,0.10529784702957602,0.41147833726313743,0.03167485407483246,0.26676856142283023,0.016754349386231285,0.038630913553250386,0.07394966526701416,0.05544547200312814
BUS100968,Business Owner,363122.0,55.0,Non-Resident,Joint,High,2,HNI,Q4 - Top 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUS100969,Self-Employed,40081.0,33.0,Resident,Joint,Low,1,Mass,Q2,8.666666666666666,21817.541666666668,2467.9497119708994,20040.5,0.0,4.166666666666667,7.583333333333333,9.0,6.083333333333333,2.5833333333333335,12.0,45513.7,65620.35,14504.62,78760.27,7850.62,14206.98,7300.400000000001,28053.56,261810.5,0.17384214918805777,0.2506406351158567,0.05540121576483755,0.3008293021097321,0.02998588673869077,0.054264362964816154,0.027884290355046876,0.10715215776296215
BUS100970,Self-Employed,31130.0,53.0,Non-Resident,Joint,Medium,1,Mass,Q2,8.333333333333334,20192.271666666667,2421.192940836941,15565.0,0.0,4.5,6.583333333333333,15.0,6.166666666666667,2.1666666666666665,12.0,17034.760000000002,74342.97,11372.75,88668.13,9494.01,9224.38,11519.85,20650.41,242307.26,0.07030230955523166,0.3068128045358608,0.04693524246859132,0.3659326179496231,0.03918169847655411,0.03806893776108895,0.047542322916779296,0.08522406633627073
BUS100971,Self-Employed,20732.0,58.0,Non-Resident,Individual,Low,2,Mass,Q1 - Bottom 25%,9.333333333333334,19657.221666666668,2123.2642979497355,10366.0,0.0,4.25,7.916666666666667,13.0,6.833333333333333,2.5,12.0,31247.41,31098.0,11583.98,95507.93,5054.24,9524.86,31060.93,20809.31,235886.66000000003,0.1324678979303026,0.13183450051817255,0.04910824545991706,0.4048890683347671,0.021426561383335534,0.04037896844187797,0.13167734877419518,0.08821740915743179
BUS100972,Business Owner,271999.0,67.0,Resident,Corporate,High,2,Affluent,Q4 - Top 25%,11.75,123934.71083333333,10905.093620430496,139667.96,0.0,4.916666666666667,9.75,16.0,8.833333333333334,2.9166666666666665,12.0,44906.69,318595.35000000003,15374.07,174725.91999999998,20738.6,15257.64,13737.3,37662.42,640997.99,0.07005745837050129,0.4970301856952781,0.023984583789412508,0.27258419328272776,0.032353611592448206,0.023802945154321,0.021431112443893934,0.05875590967141722
BUS100973,Self-Employed,126622.0,57.0,Resident,Joint,Low,1,Mass Affluent,Q4 - Top 25%,9.416666666666666,27908.07416666667,3038.4246379569504,28672.31,0.0,4.25,8.25,17.0,6.666666666666667,2.75,12.0,53199.95,67991.19,20592.61,106067.54,9724.19,7030.93,35327.83,34962.65,334896.89,0.15885471495420575,0.20302126424643716,0.061489403499686124,0.31671700504594114,0.029036369970470613,0.020994312607680532,0.10548867742546071,0.10439825225011794
BUS100974,Business Owner,402022.0,56.0,Non-Resident,Corporate,High,1,HNI,Q4 - Top 25%,12.666666666666666,164560.96833333332,13219.793677489179,139171.47,0.0,4.416666666666667,10.5,15.0,8.75,3.9166666666666665,12.0,97363.91,244051.71,11272.539999999999,180927.38,20349.17,19319.27,35583.41,41706.87,650574.26,0.14965841101675312,0.37513274810472824,0.017327061172078956,0.2781041168151965,0.03127878130315208,0.029695718364264826,0.05469538558134778,0.0641077776424785
BUS100975,Business Owner,215613.0,48.0,Resident,Corporate,Low,1,Affluent,Q4 - Top 25%,11.5,63350.66416666666,5577.888124255373,37181.18,0.0,4.583333333333333,9.083333333333334,18.0,7.5,4.0,12.0,30192.32,398872.36,22027.550000000003,177738.57,20196.93,17826.79,54238.09,39115.36,760207.97,0.03971586880363804,0.5246884743920799,0.02897568937615848,0.23380256063350666,0.026567637800482415,0.023449885693779298,0.07134638433217162,0.05145349896818367
BUS100976,Business Owner,404573.0,70.0,Non-Resident,Corporate,Medium,1,HNI,Q4 - Top 25%,11.416666666666666,53683.72583333333,4733.250191045066,39926.18,0.0,4.75,9.416666666666666,14.0,7.5,3.9166666666666665,12.0,60674.08,264963.45,30651.26,165899.87,6769.4,32165.6,37850.34,45230.71,644204.71,0.09418447126845751,0.41130318652901504,0.047579999841975695,0.2575266331101491,0.010508150429387578,0.04993071224207597,0.05875514322147691,0.07021170335746225
BUS100977,Self-Employed,69009.0,52.0,Resident,Corporate,Low,1,Mass Affluent,Q2,9.166666666666666,46708.675833333335,5159.963374458875,31490.11,0.0,4.25,7.916666666666667,13.0,6.916666666666667,2.25,12.0,44419.659999999996,105164.74,10453.7,123142.64,8517.39,11640.46,17841.31,27621.5,348801.4,0.12734943151030928,0.30150320497566807,0.029970349889650673,0.35304514259403774,0.024419024694281612,0.03337274449013106,0.05115033941950921,0.07918976242641228
BUS100978,Business Owner,99682.0,58.0,Resident,Joint,Low,1,Mass Affluent,Q3,9.333333333333334,27275.875,2910.0932361111113,17282.84,0.0,4.0,8.0,15.0,6.916666666666667,2.4166666666666665,12.0,73249.17,30827.7,18594.57,125607.41,12701.7,10521.89,20577.56,35230.5,327310.5,0.22379107911295237,0.09418487949515827,0.0568101848245015,0.38375612759138494,0.038806271109542774,0.03214650920150743,0.06286862169102428,0.10763632697392843
BUS100979,Self-Employed,52447.0,47.0,Resident,Corporate,Medium,1,Mass Affluent,Q2,9.416666666666666,36827.3775,3963.3455434704188,22223.44,0.0,4.166666666666667,8.0,16.0,5.583333333333333,3.8333333333333335,12.0,28058.05,85425.38,6296.59,80241.8,9724.210000000001,6721.5,25186.44,26782.690000000002,268436.66000000003,0.10452391264293034,0.3182329120024068,0.023456520432045307,0.2989226583284116,0.03622534269350543,0.025039426433036378,0.0938263797500684,0.09977284771759565
BUS100980,Business Owner,338254.0,32.0,Resident,Joint,Low,1,Affluent,Q4 - Top 25%,12.083333333333334,146309.91,12104.317005175379,112259.96,0.0,4.833333333333333,10.333333333333334,17.0,8.666666666666666,3.4166666666666665,12.0,60879.41,272881.65,17310.93,183483.46000000002,16869.95,26703.64,42312.2,31570.6,652011.8400000001,0.09337163263783675,0.41852253787293187,0.026550023999564177,0.2814112394032599,0.025873686588268087,0.04095575933099619,0.06489483381160685,0.048420286355536114
BUS100981,Business Owner,198341.0,62.0,Non-Resident,Individual,High,1,Affluent,Q4 - Top 25%,12.166666666666666,44456.38999999999,3669.9712545093794,26494.68,0.0,4.75,10.666666666666666,24.0,9.416666666666666,2.75,12.0,69449.46,66629.56,21393.93,195154.16999999998,30932.47,19599.74,94083.73000000001,36233.62,533476.6799999999,0.13018274763200524,0.12489685584756959,0.04010284010914967,0.3658157466227015,0.057982796923756824,0.03673963780384928,0.17635959270047197,0.06791978236049608
BUS100982,Self-Employed,23439.0,65.0,Non-Resident,Joint,Low,1,Mass,Q1 - Bottom 25%,10.25,27942.045,2782.917340277778,11719.5,0.0,4.666666666666667,8.5,14.0,7.5,2.75,12.0,32286.0,48251.97,11821.92,85093.5,5636.68,9587.47,40899.020000000004,25701.3,259277.86000000002,0.12452278030989611,0.18610138945145566,0.045595562999478624,0.32819423918417095,0.02173992025389287,0.03697758844507587,0.1577420455414126,0.09912647381461726
BUS100983,Self-Employed,150377.0,63.0,Non-Resident,Corporate,Low,1,Affluent,Q4 - Top 25%,11.583333333333334,51048.355,4553.289208673271,34825.54,0.0,4.583333333333333,9.333333333333334,16.0,8.166666666666666,3.4166666666666665,12.0,60322.34,246161.52,15490.11,173616.88999999998,24019.24,27437.39,17845.3,47687.47,612580.26,0.09847254953987579,0.4018437028969885,0.02528666202858055,0.2834190086373335,0.03920994777076232,0.04478986965724295,0.0291313663943399,0.07784689307487642
BUS100984,Business Owner,285395.0,37.0,Non-Resident,Individual,Medium,1,Affluent,Q4 - Top 25%,1.0,161930.59,161930.59,161930.59,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
BUS100985,Self-Employed,79203.0,61.0,Non-Resident,Corporate,Medium,1,Mass Affluent,Q3,8.25,27725.1675,3288.1575978835976,20537.87,0.0,4.333333333333333,7.166666666666667,7.0,6.333333333333333,1.9166666666666667,12.0,21239.71,98876.67,21338.71,116760.91,12610.11,4103.09,27883.010000000002,29889.8,332702.01,0.06384004112268513,0.29719288440728087,0.06413760469917208,0.3509474138734539,0.037902115469636025,0.012332627626746228,0.0838077593820368,0.08983955341898896
BUS100986,Self-Employed,26914.0,44.0,Resident,Joint,Low,1,Mass,Q1 - Bottom 25%,9.833333333333334,30651.498333333333,3148.4458222680096,13457.0,0.0,4.416666666666667,8.833333333333334,15.0,7.0,2.8333333333333335,12.0,16964.15,79885.58,14835.22,93319.13,8081.820000000001,7283.17,35618.53,22185.6,278173.2,0.0609841278742884,0.2871792825477077,0.05333087443362624,0.3354713178695863,0.02905319419699669,0.02618214119836131,0.12804443418704606,0.07975462769238732
BUS100987,Business Owner,157532.0,29.0,Resident,Joint,Low,1,Affluent,Q4 - Top 25%,12.666666666666666,128215.18833333334,9180.749229086703,161049.95,5.0,4.416666666666667,10.583333333333334,17.0,9.416666666666666,3.25,12.0,54763.93,175364.43,20222.510000000002,176237.91,15842.44,29898.92,38579.799999999996,42114.84,553024.78,0.09902617745266315,0.3171004923142865,0.036567095601032565,0.3186799513757774,0.028646889927789493,0.054064340480366894,0.06976143094347417,0.07615362190460977
BUS100988,Self-Employed,126757.0,27.0,Non-Resident,Corporate,High,1,Mass Affluent,Q4 - Top 25%,8.916666666666666,38091.31,4447.869631222943,119930.67,0.0,4.083333333333333,7.666666666666667,14.0,5.75,3.1666666666666665,12.0,55179.899999999994,67794.63,21743.18,105045.97,12996.33,10502.86,33032.11,30870.07,337165.05,0.16365842189159285,0.20107253109419262,0.06448823803060252,0.31155652105697196,0.038545899107870166,0.031150500326175567,0.0979701484480672,0.09155774004452716
BUS100989,Business Owner,141086.0,51.0,Non-Resident,Individual,High,1,Mass Affluent,Q4 - Top 25%,10.5,78573.59999999999,7467.209673701299,47839.84,0.0,4.833333333333333,8.416666666666666,17.0,7.416666666666667,3.0833333333333335,12.0,48580.149999999994,234355.48,12008.849999999999,124304.37,6625.99,22209.21,45916.09,35215.01,529215.15,0.09179659728184272,0.44283592410383565,0.0226918106936281,0.2348843754756454,0.012520408760028884,0.041966315590171596,0.08676261441117095,0.06654195368367667
BUS100990,Self-Employed,68078.0,42.0,Resident,Joint,Medium,1,Mass Affluent,Q2,9.333333333333334,31486.868333333332,3403.1550345117844,28793.09,0.0,4.333333333333333,7.916666666666667,15.0,6.916666666666667,2.4166666666666665,12.0,29683.67,94379.62,26191.35,124899.97,8015.51,15437.98,44988.22,34246.1,377842.42,0.07856097788067311,0.2497856646164822,0.0693181829610344,0.3305610047701897,0.021213896523317843,0.04085824984923609,0.11906609109691814,0.0906359323021486
BUS100991,Business Owner,334421.0,61.0,Resident,Corporate,Low,1,Affluent,Q4 - Top 25%,11.333333333333334,45798.22833333333,4105.8403151593775,38410.18,0.0,4.5,9.083333333333334,17.0,7.916666666666667,3.4166666666666665,12.0,84294.98,135861.18,27185.010000000002,190215.56,14762.5,21356.3,31000.36,44902.85,549578.74,0.15338107875133597,0.24720967190251936,0.049465177637693925,0.3461115690173896,0.026861483033350234,0.03885939983777393,0.056407494947857705,0.08170412487207929
BUS100992,Business Owner,89465.0,48.0,Resident,Corporate,Low,1,Mass Affluent,Q3,10.333333333333334,68416.53166666666,6741.836726738539,191711.39,0.0,4.166666666666667,9.0,11.0,6.916666666666667,3.4166666666666665,12.0,36577.17,87752.97,19321.77,106199.28,3964.35,15593.369999999999,46600.259999999995,28073.76,344082.93,0.10630335541492861,0.25503436046653055,0.056154398592223105,0.30864443057375734,0.011521495704538438,0.04531863873630697,0.13543322245018083,0.08159009806153418
BUS100993,Self-Employed,63411.0,35.0,Non-Resident,Corporate,Medium,1,Mass Affluent,Q2,9.5,32703.181666666667,3385.165489297739,31705.5,0.0,4.583333333333333,7.75,19.0,7.25,2.25,12.0,43791.49,121103.20000000001,15248.9,110096.98000000001,2246.32,13797.11,47221.49,38932.69,392438.18,0.11158825066409185,0.30859178890290445,0.038856820709952326,0.28054604676843625,0.005724009830032338,0.035157410015508685,0.12032848078135516,0.09920719232771899
BUS100994,Self-Employed,118531.0,42.0,Non-Resident,Corporate,Medium,1,Mass Affluent,Q3,8.333333333333334,19349.9475,2295.7597699314574,11871.25,0.0,4.25,6.916666666666667,18.0,5.75,2.5833333333333335,12.0,24572.25,11871.25,35426.25,109389.87,15257.55,5679.200000000001,3417.78,26585.22,232199.37,0.10582393053004407,0.051125246377714116,0.15256824340221078,0.47110321617151674,0.06570883461053317,0.024458292027235047,0.014719161382737603,0.11449307549800847
BUS100995,Business Owner,478193.0,40.0,Non-Resident,Individual,High,2,HNI,Q4 - Top 25%,12.833333333333334,155567.7475,12153.615999347874,136467.13,0.0,4.583333333333333,9.833333333333334,19.0,8.916666666666666,3.9166666666666665,12.0,111507.8,227266.25,17348.0,177904.17,13926.49,20157.95,35367.58,41381.92,644860.1599999999,0.17291779972885907,0.35242718359279634,0.026901956542019906,0.2758802311496496,0.021596139541323195,0.03125941289348687,0.05484534817595183,0.06417192837591332
BUS100996,Self-Employed,34358.0,34.0,Resident,Corporate,High,1,Mass,Q2,8.333333333333334,21284.018333333333,2526.5649961219337,17179.0,0.0,4.25,7.5,18.0,6.583333333333333,1.75,12.0,32006.14,85091.56,10462.880000000001,70397.28,6612.610000000001,8543.41,23881.94,18412.4,255408.21999999997,0.12531366453280166,0.3331590502451331,0.040965322102789026,0.27562652447129543,0.025890357013568323,0.03345001973703118,0.09350497803085586,0.07209008386652553
BUS100997,Self-Employed,124331.0,48.0,Resident,Joint,Medium,2,Mass Affluent,Q3,9.75,57848.56,6047.7622079124585,66099.03,0.0,4.25,7.833333333333333,14.0,7.416666666666667,2.3333333333333335,12.0,29261.5,50062.14,20662.42,109599.6,9354.68,11626.92,58632.65,29472.2,318672.11,0.09182322230834697,0.15709608223951574,0.06483912257021802,0.34392592436156405,0.029355188943268367,0.03648552739679667,0.18399052869734978,0.09248440348294051
BUS100998,Business Owner,250801.0,50.0,Non-Resident,Corporate,Medium,1,Affluent,Q4 - Top 25%,10.916666666666666,48174.71166666667,4409.969976010101,33386.61,0.0,4.583333333333333,9.083333333333334,12.0,8.166666666666666,2.75,12.0,52509.41,223459.52000000002,22724.45,163118.91,14360.970000000001,10677.57,55096.72,36148.99,578096.54,0.0908315590333753,0.38654360394545867,0.03930909186898091,0.2821655185827613,0.024841819672541197,0.018470219524233788,0.0953071263841157,0.06253106098853316
BUS100999,Business Owner,129019.0,64.0,Non-Resident,Corporate,Medium,2,Mass Affluent,Q4 - Top 25%,11.166666666666666,89651.88500000001,8087.004346597846,42787.47,0.0,4.75,8.916666666666666,20.0,8.083333333333334,3.0833333333333335,12.0,65852.74,105785.59,16330.23,112329.57,6088.45,3576.89,39057.73,33491.22,382512.42000000004,0.17215843605810238,0.2765546540946304,0.042692025529523975,0.2936625430358575,0.015916999505532395,0.009351042771369358,0.1021083968985896,0.08755590210639434
BUS101000,Self-Employed,101459.0,27.0,Non-Resident,Corporate,High,2,Mass Affluent,Q3,9.25,47463.4625,5167.634434320309,26434.53,0.0,4.166666666666667,8.0,17.0,5.916666666666667,3.3333333333333335,12.0,44840.81,72047.21,17270.53,109047.73999999999,4366.83,16189.189999999999,37682.53,38117.479999999996,339562.31999999995,0.13205472856941255,0.21217669263185626,0.05086114972945173,0.3211420513324329,0.012860172471433227,0.04767663856225273,0.11097382654235607,0.11225474016080465
BUS101001,Business Owner,121997.0,30.0,Resident,Corporate,Low,2,Mass Affluent,Q3,10.75,58228.96666666667,5622.339517806267,35201.04,0.0,4.583333333333333,9.166666666666666,15.0,7.416666666666667,3.3333333333333335,12.0,53511.96,127758.1,28616.88,113543.52,9869.83,4663.12,52272.17,30495.309999999998,420730.88999999996,0.1271880940332192,0.3036575232210785,0.06801706430445362,0.26987207903845617,0.023458771948025973,0.011083379211828255,0.12424134106245445,0.07248174718048395
BUS101002,Self-Employed,172689.0,35.0,Non-Resident,Corporate,Medium,3,Affluent,Q4 - Top 25%,12.583333333333334,84335.22583333333,6701.860844738595,47094.34,0.0,4.75,10.0,18.0,9.916666666666666,2.6666666666666665,12.0,46342.83,234031.06,39556.56,171927.71,19792.77,18059.41,54509.61,39304.06,623524.01,0.07432405048844871,0.37533608368986465,0.06344031563435704,0.2757355085652596,0.031743396697747055,0.028963455633408568,0.08742182999496684,0.06303535929594756
BUS101003,Self-Employed,122429.0,49.0,Resident,Corporate,Medium,1,Mass Affluent,Q3,10.0,58969.52333333334,5927.845574915825,38721.78,0.0,4.5,9.083333333333334,18.0,7.583333333333333,2.4166666666666665,12.0,16759.699999999997,105187.13,9057.19,113418.31,10100.0,15840.49,28119.04,28801.16,327283.02,0.05120858393447969,0.32139501157133055,0.027673876878794385,0.34654504838045064,0.030860140559690507,0.04839997504300712,0.08591658681223364,0.08800077682001345
BUS101004,Self-Employed,40748.0,31.0,Resident,Individual,Medium,1,Mass,Q2,9.833333333333334,35114.050833333335,3607.1866849053727,20374.0,0.0,4.5,8.666666666666666,15.0,7.166666666666667,2.6666666666666665,12.0,20451.920000000002,88670.75,15280.65,89281.65,4029.21,11921.89,15633.62,27225.26,272494.94999999995,0.07505430834589781,0.32540327811579633,0.05607681903829778,0.3276451545248821,0.014786365765677495,0.04375086584173395,0.05737214579572944,0.09991106257198529
